ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality
94,Netherlands,Nationwide,86,Positive only,16,0.17,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.54,,0.76,0.38,0.57,,0.64,,,0.19,0.17,0.17,0.40,,,,,0.00
94,Netherlands,Nationwide,32,Positive only,16,0.19,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.63,,0.66,0.19,0.56,,0.66,,,0.16,0.03,0.03,0.34,,,,,0.00
94,Netherlands,Nationwide,54,Positive only,16,0.17,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.48,,0.82,0.43,0.57,,0.82,,,0.20,0.26,0.26,0.50,,,,,0.00
98,China,Sichuan,81,Positive only,51,0.63,0.00,0.00,1.00,0.00,0.00,0.04,0.19,0.22,0.06,0.14,0.00,,0.06,0.04,0.42,0.48,,0.49,0.31,,,,0.37,,,,,,,,,,0.12
98,China,Sichuan,53,Positive only,50,0.64,0.00,0.00,1.00,0.00,0.00,0.02,0.17,0.15,0.04,0.09,0.00,,0.04,0.02,0.34,0.47,,0.55,0.32,,,,0.38,,,,,,,,,,0.00
98,China,Sichuan,10,Positive only,73,0.40,0.00,0.00,1.00,0.00,0.00,0.10,0.40,0.30,0.30,0.30,0.00,,0.30,0.20,0.90,0.50,,0.30,0.30,,,,0.20,,,,,,,,,,1.00
98,China,Sichuan,18,Positive only,48,0.72,0.00,0.00,1.00,0.00,0.00,0.06,0.11,0.39,0.00,0.17,0.00,,0.00,0.00,0.39,0.50,,0.61,0.28,,,,0.44,,,,,,,,,,0.00
99,China,Shenzhen,391,Positive only,16,0.48,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.84,,0.39,0.03,0.16,,0.19,0.14,,0.01,0.01,,0.07,0.06,0.03,,0.06,0.01
101,France,Marseille,80,Positive only,53,0.53,1.00,0.00,0.00,0.00,0.00,,0.16,0.11,0.08,0.10,0.06,,,,0.08,0.15,,0.59,,,,,,,,,,0.16,,,,0.05,0.01
102,China,Wuhan,236,Positive only,52,0.47,0.00,0.00,1.00,0.00,0.00,,0.28,0.11,,,,,,,0.25,0.53,,0.57,0.06,,0.10,0.02,0.28,,0.16,,,0.11,,,,0.00,0.00
102,China,Wuhan,116,Positive only,50,0.51,0.00,0.00,1.00,0.00,0.00,,0.31,0.12,,,,,,,0.19,0.55,,0.60,0.08,,0.11,0.02,0.34,,0.19,,,0.08,,,,0.00,0.00
102,China,Wuhan,120,Positive only,53,0.43,0.00,0.00,1.00,0.00,0.00,,0.25,0.11,,,,,,,0.30,0.51,,0.53,0.03,,0.09,0.03,0.23,,0.13,,,0.14,,,,0.00,0.00
104,China,Wuhan,52,Positive only,20,0.67,0.00,0.00,1.00,0.00,0.00,0.04,,0.17,0.10,0.08,0.04,0.29,0.14,0.29,0.67,0.98,,0.77,0.64,0.06,,0.12,,,,0.04,,0.06,,0.02,,,0.62
104,China,Wuhan,20,Positive only,17,0.70,0.00,0.00,1.00,0.00,0.00,0.10,,0.10,0.10,0.10,0.05,0.30,0.00,0.15,0.45,1.00,,0.75,0.60,0.05,,0.10,,,,0.05,,0.00,,0.05,,,0.00
104,China,Wuhan,32,Positive only,22,0.66,0.00,0.00,1.00,0.00,0.00,0.00,,0.22,0.09,0.06,0.03,0.28,0.22,0.38,0.81,0.97,,0.78,0.66,0.06,,0.13,,,,0.03,,0.09,,0.00,,,1.00
106,China,Wuhan,155,Positive only,54,0.56,0.00,0.00,1.00,0.00,0.00,0.04,0.24,0.10,0.10,0.03,0.05,0.05,0.05,0.04,,0.81,,0.63,0.32,0.10,,0.61,0.73,,0.05,0.04,,,,0.04,,,0.14
107,China,Wuhan,83,Positive only,70,0.71,0.00,0.00,1.00,0.00,0.00,,0.00,,,0.00,,,,,,0.40,,0.22,0.08,,,0.04,0.07,,0.04,0.04,,,,0.10,,,0.48
108,China,Wuhan,2,Positive only,60,0.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.50,1.00,0.00,0.50,,,,,,,0.00,0.00,,,,0.00,,,0.00
108,China,Wuhan,1,Positive only,45,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,0.00,0.00,,,,,,,0.00,0.00,,,,0.00,,,0.00
108,China,Wuhan,1,Positive only,75,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,1.00,1.00,0.00,1.00,,,,,,,0.00,0.00,,,,0.00,,,0.00
110,China,Wuhan,323,Positive only,58,0.51,0.00,0.00,1.00,0.00,0.00,0.12,0.33,0.15,0.13,0.02,0.02,0.02,0.13,0.02,0.09,0.84,,0.51,0.04,0.01,,,,,,0.00,,,0.00,0.01,,,0.11
112,China,Wuhan,416,Positive only,60,0.49,0.00,0.00,1.00,0.00,0.00,,0.31,0.14,0.11,0.03,0.02,0.01,0.05,0.03,0.05,0.80,,0.35,0.28,0.02,0.06,0.05,0.13,,0.04,,,0.03,,0.03,,,0.14
112,China,Wuhan,82,Positive only,68,0.54,0.00,0.00,1.00,0.00,0.00,,0.60,0.24,0.29,0.07,0.09,0.02,0.16,0.06,0.16,0.77,,0.34,0.32,0.02,0.04,0.06,0.18,,0.01,,,0.05,,0.13,,,0.51
112,China,Wuhan,334,Positive only,57,0.48,0.00,0.00,1.00,0.00,0.00,,0.23,0.02,0.06,0.02,0.01,0.01,0.03,0.03,0.03,0.81,,0.35,0.27,0.02,0.06,0.04,0.12,,0.05,,,0.02,,0.01,,,0.05
114,China,Guangzhou,10,Positive only,8,0.60,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.70,,0.50,,,,,,,0.30,,,0.50,,,,,0.00
114,China,Guangzhou,1,Positive only,6,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,1.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,0.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,7,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,1.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,14,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.00,,0.00,,,,,,,0.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,0.00,,,,,,,0.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,3,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.00,,0.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,16,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,0.00,,,,,,,0.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,14,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.00,,1.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,2,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,1.00,,,0.00,,,,,0.00
115,China,Hainan,18,Positive only,68,0.67,0.00,0.00,1.00,0.00,0.00,0.44,0.28,0.17,0.11,,,0.06,,0.00,,0.78,,0.33,0.11,,0.33,,0.11,,,0.17,,0.06,,,,,0.06
115,China,Hainan,38,Positive only,45,0.50,0.00,0.00,1.00,0.00,0.00,0.37,0.13,0.03,0.00,,,0.00,,0.03,,0.79,,0.39,0.05,,0.39,,0.08,,,0.18,,0.05,,,,,0.05
117,China,Yichang,197,Positive only,56,0.50,0.00,0.00,1.00,0.00,0.00,,,0.09,0.24,,0.02,,0.05,0.02,,0.78,,0.45,0.05,,,0.05,0.15,,,,,0.06,,,,,0.14
118,China,Wuhan,80,Positive only,18,0.43,0.00,0.00,1.00,0.00,0.00,0.10,0.18,0.14,0.08,,0.09,0.01,0.00,0.00,,0.58,,0.66,,,0.19,0.15,0.45,,0.19,0.09,,0.10,0.16,,,,0.00
118,China,Wuhan,11,Positive only,10,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.27,0.00,0.00,0.00,,0.18,,0.82,,,0.09,0.00,0.09,,0.36,0.18,,0.36,0.00,,,,0.00
118,China,Wuhan,69,Positive only,19,0.48,0.00,0.00,1.00,0.00,0.00,0.12,0.20,0.16,0.09,,0.06,0.01,0.00,0.00,,0.64,,0.64,,,0.20,0.17,0.51,,0.16,0.07,,0.06,0.19,,,,0.00
119,China,Northeast Region,55,Positive only,47,0.55,0.00,0.00,1.00,0.00,0.00,,0.15,0.15,0.05,,,,,,,0.46,,0.49,0.15,0.04,,0.13,0.15,,0.11,0.07,,0.13,,,,,0.00
119,China,Northeast Region,47,Positive only,46,0.51,0.00,0.00,1.00,0.00,0.00,,0.17,0.15,0.04,,,,,,,0.51,,0.51,0.11,0.04,,0.11,0.17,,0.09,0.04,,0.11,,,,,0.00
119,China,Northeast Region,8,Positive only,46,0.75,0.00,0.00,1.00,0.00,0.00,,0.00,0.13,0.13,,,,,,,1.00,,0.38,0.38,0.00,,0.25,0.00,,0.25,0.25,,0.25,,,,,0.00
120,USA,Washington,24,Positive only,64,0.63,,,,,,0.22,,0.58,,0.04,0.00,,,0.21,0.21,0.50,0.83,0.88,0.88,0.08,0.42,,,,,,,0.17,,,,,0.50
121,China,Wuhan,206,Positive only,61,0.44,0.00,0.00,1.00,0.00,0.00,,0.27,0.10,0.08,0.04,,,0.08,,0.08,0.67,,0.28,0.15,,,0.21,0.45,,0.33,0.12,0.16,,,,,,0.00
121,China,Wuhan,48,Positive only,63,0.27,0.00,0.00,1.00,0.00,0.00,,0.25,0.13,0.13,0.04,,,0.13,,0.06,0.40,,0.00,0.00,,,0.13,0.52,,0.48,0.15,0.31,,,,,,0.00
121,China,Wuhan,89,Positive only,61,0.54,0.00,0.00,1.00,0.00,0.00,,0.27,0.08,0.08,0.03,,,0.08,,0.08,0.73,,0.30,0.10,,,0.14,0.32,,0.00,0.00,0.00,,,,,,0.00
121,China,Wuhan,69,Positive only,56,0.43,0.00,0.00,1.00,0.00,0.00,,0.29,0.12,0.06,0.04,,,0.06,,0.09,0.78,,0.39,0.30,,,0.38,0.60,,0.64,0.25,0.25,,,,,,0.00
123,China,Wuhan,67,Positive only,22,0.61,0.00,0.00,1.00,0.00,0.00,0.13,0.54,0.19,0.12,0.05,1.00,0.06,0.08,0.03,,0.79,,0.75,0.66,,0.45,0.09,0.45,,0.16,0.15,,,,,,,0.27
123,China,Wuhan,35,Positive only,21,0.51,0.00,0.00,1.00,0.00,0.00,0.11,0.37,0.11,0.03,0.00,1.00,0.09,0.06,0.00,,0.84,,0.77,0.57,,0.57,0.14,0.43,,0.11,0.11,,,,,,,0.00
123,China,Wuhan,32,Positive only,23,0.72,0.00,0.00,1.00,0.00,0.00,0.16,0.72,0.28,0.22,0.09,1.00,0.03,0.09,0.06,,0.87,,0.72,0.75,,0.31,0.03,0.47,,0.22,0.19,,,,,,,0.56
123,China,Wuhan,49,Positive only,22,0.55,0.00,0.00,1.00,0.00,0.00,0.12,0.49,0.16,0.04,0.00,1.00,0.06,0.04,0.02,,0.78,,0.76,0.61,,0.47,0.10,0.39,,0.18,0.10,,,,,,,0.00
123,China,Wuhan,18,Positive only,23,0.78,0.00,0.00,1.00,0.00,0.00,0.17,0.67,0.28,0.33,0.17,1.00,0.06,0.17,0.06,,0.83,,0.72,0.78,,0.39,0.06,0.56,,0.11,0.28,,,,,,,1.00
124,China,Wuhan,12,Positive only,22,0.83,0.00,0.00,1.00,0.00,0.00,,,,,,1.00,,,,,1.00,,0.25,0.25,,,,,,,,,,,,,,0.25
125,China,Zhejiang,36,Positive only,8,0.64,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.36,,0.19,0.03,0.08,,,,,0.06,0.06,,0.06,,,,,0.00
125,China,Zhejiang,17,Positive only,8,0.59,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.24,,0.18,0.00,0.06,,,,,,,,0.06,,,,,0.00
125,China,Zhejiang,19,Positive only,9,0.69,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.47,,0.21,0.05,0.10,,,,,0.10,0.10,,0.05,,,,,0.00
125,China,Zhejiang,10,Positive only,0,0.60,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.30,,0.10,,,,,,,,,,,,,,,0.00
125,China,Zhejiang,26,Positive only,0,0.65,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.38,,0.23,,,,,,,,,,,,,,,0.00
131,China,Wuhan,339,Positive only,70,0.49,0.00,0.00,1.00,0.00,0.00,,0.41,0.16,0.16,0.06,0.04,0.01,0.06,0.04,0.02,0.92,,0.53,0.41,0.04,0.28,0.05,0.40,,0.13,0.04,0.28,,,0.26,,0.00,0.19
131,China,Wuhan,274,Positive only,69,0.46,0.00,0.00,1.00,0.00,0.00,,0.39,0.16,0.12,0.04,0.04,0.00,0.04,0.03,0.02,0.93,,0.55,0.37,0.04,0.28,0.06,0.40,,0.13,0.04,0.29,,,0.27,,0.00,0.00
131,China,Wuhan,65,Positive only,76,0.60,0.00,0.00,1.00,0.00,0.00,,0.50,0.17,0.33,0.17,0.05,0.02,0.16,0.06,0.02,0.88,,0.47,0.59,0.00,0.27,0.02,0.41,,0.13,0.02,0.23,,,0.23,,0.00,1.00
132,China,Wuhan,75,Positive only,60,0.49,0.00,0.00,1.00,0.00,0.00,,0.44,0.07,0.09,0.00,,0.11,,,0.04,0.74,,0.65,0.07,0.09,,0.03,0.43,,0.07,0.09,,0.04,,0.00,,0.00,0.01
136,Korea,,1,Positive only,54,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
139,France,Paris,11,Positive only,59,0.64,,,,,,,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.09,0.90,,,,,,,,,,,,,,,,,0.09
140,Germany,Nationwide,73522,Positive only,16,0.52,,,,,,,,,,,,,,,,0.42,,0.53,,,,,,,,,,0.23,,,,,0.01
142,China,Changsha,161,Positive only,45,0.50,0.00,0.00,1.00,0.00,0.00,,0.14,0.04,0.03,0.04,,0.03,0.03,,,0.76,,0.63,0.14,0.08,,,0.40,,0.11,0.04,,,,,,0.00,0.00
142,China,Changsha,131,Positive only,40,0.50,0.00,0.00,1.00,0.00,0.00,,0.08,0.04,0.02,0.03,,0.03,0.02,,,0.71,,0.61,0.11,0.06,,,0.37,,0.12,0.05,,,,,,0.00,0.00
142,China,Changsha,30,Positive only,57,0.47,0.00,0.00,1.00,0.00,0.00,,0.40,0.07,0.07,0.07,,0.00,0.03,,,0.97,,0.70,0.30,0.13,,,0.30,,0.03,0.00,,,,,,0.00,0.00
143,China,,79,Positive only,60,0.56,,,1.00,,,,0.18,0.10,0.09,,,,,,,0.71,,0.71,0.51,,0.25,,,,0.09,,,,,,,,0.00
143,China,,51,Positive only,59,0.51,,,1.00,,,,0.20,0.12,0.10,,,,,,,0.63,,0.71,0.47,,0.26,,,,0.06,,,,,,,,0.00
143,China,,28,Positive only,63,0.64,,,1.00,,,,0.14,0.07,0.07,,,,,,,0.86,,0.71,0.57,,0.25,,,,0.14,,,,,,,,0.00
143,China,,50,Positive only,56,0.45,,,1.00,,,,0.19,0.11,0.11,,,,,,,0.62,,0.66,0.51,,0.23,,,,0.09,,,,,,,,0.00
143,China,,29,Positive only,62,0.72,,,1.00,,,,0.17,0.10,0.07,,,,,,,0.86,,0.76,0.45,,0.24,,,,0.07,,,,,,,,0.00
145,China,Wuhan,10,Positive,53,0.60,,,,,,,0.30,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.70,,0.70,0.80,,0.50,0.10,,,0.20,0.20,,0.10,,0.20,,0.00,0.00
145,China,Wuhan,1,Positive,46,1.00,,,,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1.00,1.00,,1.00,0.00,,,0.00,0.00,,0.00,,1.00,,0.00,0.00
145,China,Wuhan,1,Positive,34,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,,0.00,0.00,,,0.00,1.00,,0.00,,1.00,,0.00,0.00
145,China,Wuhan,1,Positive,42,1.00,,,,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1.00,1.00,,1.00,0.00,,,1.00,0.00,,1.00,,0.00,,0.00,0.00
145,China,Wuhan,1,Positive,55,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1.00,1.00,,1.00,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,0.00
145,China,Wuhan,1,Positive,57,1.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0.00,1.00,,0.00,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,0.00
145,China,Wuhan,1,Positive,78,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1.00,1.00,,1.00,1.00,,,0.00,0.00,,0.00,,0.00,,0.00,0.00
145,China,Wuhan,1,Positive,56,1.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1.00,0.00,,1.00,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,0.00
145,China,Wuhan,1,Positive,67,1.00,,,,,,,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,1.00,0.00,,0.00,0.00,,,1.00,1.00,,0.00,,0.00,,0.00,0.00
145,China,Wuhan,1,Positive,49,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,,0.00,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,0.00
145,China,Wuhan,1,Positive,50,1.00,,,,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,,0.00,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,0.00
146,China,Shanghai,4,Positive Only,44,0.75,,,,,,,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,1.00,0.25,0.75,,,0.25,,0.50,0.25,0.50,,,0.25,,,,0.00,0.00
146,China,Shanghai,1,Positive Only,32,1.00,,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,,,0.00,,1.00,0.00,0.00,,,0.00,,,,0.00,0.00
146,China,Shanghai,1,Positive Only,19,1.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,0.00,,1.00,1.00,1.00,,,1.00,,,,0.00,0.00
146,China,Shanghai,1,Positive Only,63,1.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,,,1.00,,0.00,0.00,1.00,,,0.00,,,,0.00,0.00
146,China,Shanghai,1,Positive Only,63,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,0.00,,0.00,0.00,0.00,,,0.00,,,,0.00,0.00
147,South Korea,Incheon,1,Positive only,35,1.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,,1.00,1.00,,,1.00,,,1.00,1.00,,,0.00,0.00
148,South Korea,Goyang,1,Positive only,54,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
150,USA,Washington,1,Positive only,35,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,,1.00,1.00,,0.00,,1.00,1.00,1.00,1.00,1.00,1.00,,,,0.00,0.00
151,China,Wuhan,287,Positive only,21,0.56,0.00,0.00,1.00,0.00,0.00,,0.30,0.16,0.12,0.06,0.03,0.04,0.08,0.02,,0.78,0.07,0.73,0.48,,,0.48,0.48,,,,,,,0.48,,0.00,0.07
151,China,Wuhan,55,Positive only,22,0.69,0.00,0.00,1.00,0.00,0.00,,0.42,0.22,0.18,0.11,0.05,0.02,0.16,0.05,,0.73,0.18,0.75,0.53,,,0.45,0.45,,,,,,,0.44,,0.00,0.03
151,China,Wuhan,232,Positive only,20,0.53,0.00,0.00,1.00,0.00,0.00,,0.28,0.14,0.10,0.04,0.02,0.04,0.08,0.01,,0.79,0.05,0.72,0.47,,,0.48,0.48,,,,,,,0.49,,0.00,0.22
152,USA,New York City,1999,Positive only,62,0.62,0.46,0.15,0.06,,0.33,0.26,0.37,0.25,0.16,0.10,0.07,,,0.10,0.26,,,,,,,,,,,,,,,,,0.00,0.15
154,China,Wuhan,274,Positive only,60,0.55,0.00,0.00,1.00,0.00,0.00,,,0.15,0.11,0.06,0.03,0.04,0.08,0.02,,0.78,,0.73,0.47,,,0.50,,,,,,,,,,0.00,0.08
154,China,Wuhan,75,Positive only,67,0.55,0.00,0.00,1.00,0.00,0.00,,,0.31,0.21,0.09,0.03,0.04,0.15,0.05,,0.76,,0.71,0.47,,,0.52,,,,,,,,,,0.00,0.09
154,China,Wuhan,199,Positive only,58,0.55,0.00,0.00,1.00,0.00,0.00,,,0.10,0.08,0.04,0.03,0.04,0.06,0.01,,0.78,,0.73,0.47,,,0.48,,,,,,,,,,0.00,0.07
156,Europe/North America,Various,53,Positive only,54,0.75,,,,,,,0.25,0.17,0.11,0.11,,,,,,,,,,,,,,,0.09,,,,,,,,0.13
156,Europe/North America,Various,34,Positive only,61,0.79,,,,,,,0.26,0.24,0.18,0.15,,,,,,,,,,,,,,,0.03,,,,,,,,0.18
156,Europe/North America,Various,19,Positive only,65,0.68,,,,,,,0.21,0.05,0.00,0.05,,,,,,,,,,,,,,,0.21,,,,,,,,0.05
157,China,Wuhan ,245,Positive only,53,0.47,0.00,0.00,1.00,0.00,0.00,0.04,0.21,0.09,0.07,0.03,0.04,0.03,,,,0.81,,0.57,0.18,0.05,0.27,0.31,0.48,,0.07,0.04,0.23,0.07,,,,,0.13
157,China,Wuhan ,82,Positive only,45,0.29,0.00,0.00,1.00,0.00,0.00,0.01,0.13,0.06,0.06,0.02,0.02,0.00,,,,0.74,,0.48,0.10,0.06,0.18,0.29,0.44,,0.07,0.04,0.17,0.11,,,,,0.02
157,China,Wuhan ,81,Positive only,53,0.49,0.00,0.00,1.00,0.00,0.00,0.05,0.17,0.07,0.04,0.05,0.01,0.04,,,,0.77,,0.60,0.12,0.06,0.30,0.33,0.44,,0.10,0.02,0.19,0.09,,,,,0.06
157,China,Wuhan ,82,Positive only,61,0.61,0.00,0.00,1.00,0.00,0.00,0.06,0.33,0.15,0.12,0.02,0.07,0.05,,,,0.91,,0.63,0.33,0.02,0.34,0.29,0.55,,0.05,0.06,0.33,0.01,,,,,0.32
159,China,Xiangyang,119,Positive only,49,0.47,0.00,0.00,1.00,0.00,0.00,,0.19,0.10,0.06,,,0.02,,0.02,,0.86,,0.63,,0.14,0.18,,0.75,,0.12,0.03,,,,,,0.00,0.03
159,China,Xiangyang,99,Positive only,45,0.44,0.00,0.00,1.00,0.00,0.00,,0.10,0.07,0.03,,,0.02,,0.01,,0.86,,0.53,,0.15,0.16,,0.75,,0.11,0.03,,,,,,0.00,0.00
159,China,Xiangyang,20,Positive only,68,0.60,0.00,0.00,1.00,0.00,0.00,,0.65,0.25,0.20,,,0.00,,0.05,,0.80,,0.65,,0.10,0.30,,0.70,,0.15,0.05,,,,,,0.00,0.03
160,China,Anhui,125,Positive only,39,0.57,0.00,0.00,1.00,0.00,0.00,0.13,,,0.14,0.02,0.01,0.06,,,,0.93,,0.82,0.46,0.09,0.42,0.03,0.34,,0.40,0.19,,0.14,,0.02,,0.00,0.00
160,China,Anhui,1,Positive only,69,1.00,0.00,0.00,1.00,0.00,0.00,,,,1.00,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,0.00
160,China,Anhui,1,Positive only,40,1.00,0.00,0.00,1.00,0.00,0.00,,,,0.00,,,,,,,1.00,0.00,,,,,,,,,,,,,,,,0.00
160,China,Anhui,1,Positive only,21,0.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,0.00
160,China,Anhui,1,Positive only,67,1.00,0.00,0.00,1.00,0.00,0.00,,,,1.00,,,,,,,1.00,0.00,,,,,,,,,,,,,,,,0.00
161,China,Shanghai,274,Positive only,44,0.62,0.00,0.00,1.00,0.00,0.00,0.07,0.34,0.17,0.08,0.07,0.03,0.04,,0.01,,0.91,0.32,0.68,0.44,0.11,0.30,0.22,0.50,,0.28,0.09,0.24,0.04,,0.38,,,0.41
161,China,Shanghai,113,Positive only,62,0.73,0.00,0.00,1.00,0.00,0.00,0.08,0.48,0.21,0.14,0.10,0.04,0.04,,0.04,,0.92,0.59,0.70,0.62,0.10,0.31,0.19,0.57,,0.24,0.07,0.27,0.04,,0.49,,,1.00
161,China,Shanghai,161,Positive only,37,0.55,0.00,0.00,1.00,0.00,0.00,0.06,0.24,0.14,0.04,0.04,0.01,0.04,,0.01,,0.90,0.14,0.66,0.31,0.12,0.30,0.24,0.45,,0.31,0.10,0.22,0.05,,0.30,,,0.00
162,China,Zhuhai,95,Positive only,45,0.47,0.00,0.00,1.00,0.00,0.00,0.06,0.17,0.06,0.04,0.05,0.05,,0.04,0.01,,,,,,,,,,,0.20,0.15,0.13,,,,,0.00,0.00
162,China,Zhuhai,58,Positive only,48,0.47,0.00,0.00,1.00,0.00,0.00,0.09,0.17,0.05,0.05,0.02,0.07,,0.05,0.02,,,,,,,,,,,0.24,0.18,0.18,,,,,0.00,0.00
169,China,Jiangsu,55,Positive only,45,0.49,0.00,0.00,1.00,0.00,0.00,,0.31,0.16,0.04,,0.04,,0.02,0.02,,0.86,,0.62,0.20,0.18,0.49,,0.40,,0.33,0.07,0.06,,,,,,0.00
169,China,Jiangsu,47,Positive only,40,0.47,0.00,0.00,1.00,0.00,0.00,,0.30,0.11,0.02,,0.04,,0.00,0.00,,0.83,,0.55,0.06,0.17,0.43,,0.36,,0.30,0.09,0.04,,,,,,0.00
