ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,White or European,% African American,African American,% Asian,Asian,% Hispanic or Latino,Hispanic or Latino,% Multiple ethnicities or other,Multiple ethnicities,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality,Mortality_bin
181,USA,South Carolina,113,Positive only,47,0,0.35,39.55,0.59,66.67,0,0,0,0,0.06,6.78,0.12,0,0.55,0.13,0.18,0.13,0.11,0.07,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,1
181,USA,South Carolina,158,Positive only,48,0,0.27,42.66,0.65,102.7,0,0,0,0,0.08,12.64,0.13,0,0.7,0.17,0.19,0.17,0.09,0.12,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0
182,USA,New York,5700,Positive only,63,0.6,0.4,2280,0.23,1311,0.09,513,0.23,1311,0.06,342,0.16,0.57,0.34,0.18,0.05,0.06,0.01,0,0.05,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
183,UK,Nationwide,202,Positive only,56,0.48,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.56,0,0.6,0.41,0.43,0,0.45,0.68,0,0.44,0.26,0.55,0.36,0,0,0.64,0,0,0
184,USA,Washington,48,Positive only,14,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.5,0.1,0.17,0,0.35,0,0,0.06,0.02,0.02,0.15,0.15,0,0,0,0,0
185,China,Wuhan,171,Positive only,6,0.61,0,0,0,0,1,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.49,0,0,0,0,0.09,0,0.09,0.06,0,0.08,0,0,0,0.16,0.01,0
186,China,Guangzhou,13,Positive only,60,0.62,0,0,0,0,1,13,0,0,0,0,0,0.39,0.15,0,0,0,0.08,0,0,0,1,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,USA,Washington,57,Positive only,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.81,0.38,0,0,0.4,0.38,0,0.1,0,0.58,0.1,0.04,0,0.02,0,0,0.04,0.1,0,0.15,0,0,0,0,0.26,1
188,USA,Washington,28,Negative only,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.61,0.29,0,0,0.29,0.32,0,0.5,0,0.36,0.11,0.07,0,0.04,0,0,0.07,0.07,0,0.18,0,0,0,0,0,0
191,China,Nationwide,21,Positive only,68,0.52,0,0,0,0,1,21,0,0,0,0,0,0.33,0.19,0.19,0,0.14,0.1,0,0.1,0,0.76,0,0.71,0.57,0,0.33,0,0,0,0.1,0,0,0.14,0,0,0,0,0.24,1
191,China,Nationwide,5,Positive only,68,0.8,0,0,0,0,1,5,0,0,0,0,0,0.4,0.49,0.4,0,0.2,0.2,0,0,0,1,0,0.8,0.6,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,1,1
191,China,Nationwide,16,Positive only,69,0.44,0,0,0,0,1,16,0,0,0,0,0,0.31,0.13,0.13,0,0.13,0.06,0,0.13,0,0.69,0,0.69,0.56,0,0.31,0,0,0,0.06,0,0,0.19,0,0,0,0,0,0
193,China,Shenzhen,420,Positive only,46,0.48,0,0,0,0,1,420,0,0,0,0,0,0.12,0.06,0.03,0.03,0,0.03,0.01,0,0.03,0.75,0,0.73,0.16,0.11,0.47,0.13,0.29,0,0.18,0.11,0,0.14,0.03,0.16,0,0,0.01,0
193,China,Shenzhen,23,Positive only,25,0.3,0,0,0,0,1,23,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.48,0,0.57,0,0.04,0.13,0.09,0.09,0,0.09,0.04,0,0.13,0,0.04,0,0,0,0
193,China,Shenzhen,304,Positive only,43,0.44,0,0,0,0,1,304,0,0,0,0,0,0.08,0.04,0.01,0.03,0,0.03,0,0.01,0.04,0.71,0,0.7,0.06,0.11,0.44,0.09,0.23,0,0.17,0.11,0,0.13,0.03,0.12,0,0,0,0
193,China,Shenzhen,74,Positive only,58,0.61,0,0,0,0,1,74,0,0,0,0,0,0.24,0.12,0.1,0.03,0,0.04,0.01,0,0.04,0.95,0,0.88,0.41,0.15,0.69,0.28,0.49,0,0.23,0.14,0,0.18,0.05,0.35,0,0,0,0
193,China,Shenzhen,19,Positive only,62,0.74,0,0,0,0,1,19,0,0,0,0,0,0.37,0.21,0,0.16,0,0,0.05,0,0.05,0.9,0,0.79,0.9,0.05,0.47,0.26,0.58,0,0.11,0.11,0,0.21,0.05,0.26,0,0,0.21,1
197,China,Wuhan,223,Positive only,60,0.57,0,0,0,0,1,223,0,0,0,0,0,0.18,0.09,0.06,0,0.02,0,0,0,0,0.79,0,0.69,0,0,0,0,0.57,0,0.07,0,0,0,0,0,0,0,0.3,1
197,China,Wuhan,125,Positive only,48,0.49,0,0,0,0,1,125,0,0,0,0,0,0.1,0.06,0.03,0,0.01,0,0,0,0,0.74,0,0.68,0,0,0,0,0.58,0,0.08,0,0,0,0,0,0,0,0,0
197,China,Wuhan,98,Positive only,64,0.66,0,0,0,0,1,98,0,0,0,0,0,0.39,0.12,0.09,0,0.04,0,0,0,0,0.86,0,0.7,0,0,0,0,0.54,0,0.05,0,0,0,0,0,0,0,0.68,1
198,USA,New York,257,Positive,21,0.66,0.12,30.84,0.19,48.83,0.04,10.28,0.62,159.34,0.03,7.71,0.13,0.63,0.36,0.19,0.09,0.07,0.02,0.09,0.14,0,0.71,0,0.66,0.74,0.04,0,0.26,0,0.07,0.12,0,0,0.06,0,0,0,0,0.33,1
199,China,Hubei,237,Positive only,65,0.59,0,0,0,0,0,0,0,0,0,0,0,0.43,0.24,0.07,0,0,0,0,0,0,0.37,0.2,0,0,0,0,0,0,0,0.03,0.04,0.01,0,0,0,0,0,0.14,1
199,China,Hubei,158,Positive only,66,0.56,0,0,0,0,0,0,0,0,0,0,0,0.46,0.25,0.09,0,0,0,0,0,0,0.35,0.23,0,0,0,0,0,0,0,0.03,0.05,0.01,0,0,0,0,0,0.15,1
199,China,Hubei,78,Positive only,64,0.65,0,0,0,0,0,0,0,0,0,0,0,0.38,0.21,0.03,0,0,0,0,0,0,0.4,0.14,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0.13,1
200,USA,New York,151,Positive only,56,0.57,0,0,0,0,0,0,0,0,0,0,0.21,0.5,0.26,0.11,0.07,0.03,0.01,0,0.08,0.17,0.74,0,0.77,0.54,0.14,0.06,0,0,0,0.2,0.09,0,0.11,0.15,0,0,0,0.15,1
200,USA,New York,618,Positive only,63,0.57,0,0,0,0,0,0,0,0,0,0,0.23,0.59,0.38,0.14,0.07,0.08,0.02,0,0.16,0.1,0.73,0,0.73,0.61,0.1,0.09,0,0,0,0.25,0.22,0,0.08,0.19,0,0,0,0.13,1
200,USA,New York,231,Positive only,62,0.68,0,0,0,0,0,0,0,0,0,0,0.24,0.68,0.43,0.13,0.06,0.06,0.02,0,0.12,0.13,0.73,0,0.72,0.74,0.07,0.07,0,0,0,0.21,0.1,0,0.08,0.17,0,0,0,0.31,1
200,USA,New York,1000,Positive only,62,0.6,0,0,0,0,0,0,0,0,0,0,0.23,0.6,0.37,0.13,0.07,0.07,0.02,0,0.14,0.11,0.73,0,0.73,0.63,0.1,0.08,0,0,0,0.23,0.18,0,0.08,0.18,0,0,0,0.17,1
